,Name,href
383,Friedmans,https://www.yelp.com/biz/friedmans-new-york-63
384,Mr Mista Oh,https://www.yelp.com/biz/mr-mista-oh-new-york
385,Tavern on the Green,https://www.yelp.com/biz/tavern-on-the-green-new-york-7
386,Zizi,https://www.yelp.com/biz/zizi-new-york-3
387,Perrine,https://www.yelp.com/biz/perrine-new-york-2
388,Quality Bistro,https://www.yelp.com/biz/quality-bistro-new-york-3
389,The Garden,https://www.yelp.com/biz/the-garden-new-york
390,Pierre Loti Midtown,https://www.yelp.com/biz/pierre-loti-midtown-new-york-3
391,hanon,https://www.yelp.com/biz/hanon-brooklyn
392,Whitmans Hudson Yards,https://www.yelp.com/biz/whitmans-hudson-yards-new-york
393,Sarashina Horii,https://www.yelp.com/biz/sarashina-horii-new-york-2
394,Yakitori Totto,https://www.yelp.com/biz/yakitori-totto-new-york
395,Boucherie Union Square,https://www.yelp.com/biz/boucherie-union-square-new-york-city
396,Mr. Sun,https://www.yelp.com/biz/mr-sun-new-york
397,Alison,https://www.yelp.com/biz/alison-new-york
398,Vestry,https://www.yelp.com/biz/vestry-new-york
399,Win Son,https://www.yelp.com/biz/win-son-brooklyn-4
400,Nami Nori,https://www.yelp.com/biz/nami-nori-brooklyn
401,The Mayfly,https://www.yelp.com/biz/the-mayfly-new-york
402,Little Owl,https://www.yelp.com/biz/little-owl-new-york-3
403,MONO+MONO,https://www.yelp.com/biz/mono-mono-new-york-9
404,Pierre Loti Midtown,https://www.yelp.com/biz/pierre-loti-midtown-new-york-3
405,hanon,https://www.yelp.com/biz/hanon-brooklyn
406,Whitmans Hudson Yards,https://www.yelp.com/biz/whitmans-hudson-yards-new-york
407,Sarashina Horii,https://www.yelp.com/biz/sarashina-horii-new-york-2
408,Yakitori Totto,https://www.yelp.com/biz/yakitori-totto-new-york
409,Boucherie Union Square,https://www.yelp.com/biz/boucherie-union-square-new-york-city
410,Pierre Loti Midtown,https://www.yelp.com/biz/pierre-loti-midtown-new-york-3
411,hanon,https://www.yelp.com/biz/hanon-brooklyn
412,Whitmans Hudson Yards,https://www.yelp.com/biz/whitmans-hudson-yards-new-york
413,Sarashina Horii,https://www.yelp.com/biz/sarashina-horii-new-york-2
414,Yakitori Totto,https://www.yelp.com/biz/yakitori-totto-new-york
415,Boucherie Union Square,https://www.yelp.com/biz/boucherie-union-square-new-york-city
416,Mr. Sun,https://www.yelp.com/biz/mr-sun-new-york
417,Vestry,https://www.yelp.com/biz/vestry-new-york
418,Win Son,https://www.yelp.com/biz/win-son-brooklyn-4
419,Cheeseboat,https://www.yelp.com/biz/cheeseboat-brooklyn
420,Barbuto,https://www.yelp.com/biz/barbuto-new-york-2
421,Carne Mare,https://www.yelp.com/biz/carne-mare-new-york-5
422,ilili,https://www.yelp.com/biz/ilili-new-york-2
423,Daikanyama,https://www.yelp.com/biz/daikanyama-new-york
424,Sant Ambroeus,https://www.yelp.com/biz/sant-ambroeus-new-york
425,Oxomoco,https://www.yelp.com/biz/oxomoco-brooklyn-2
426,Bellwether,https://www.yelp.com/biz/bellwether-long-island-city
427,Di An Di,https://www.yelp.com/biz/di-an-di-brooklyn-2
428,Covacha,https://www.yelp.com/biz/covacha-new-york
429,Shuka,https://www.yelp.com/biz/shuka-new-york-3
430,Toscana 49,https://www.yelp.com/biz/toscana-49-new-york
431,The Mary Lane,https://www.yelp.com/biz/the-mary-lane-new-york
432,Teranga Harlem,https://www.yelp.com/biz/teranga-harlem-new-york
433,Gu Japanese Fusion Sushi & Bar,https://www.yelp.com/biz/gu-japanese-fusion-sushi-and-bar-new-york
434,Izakaya NoMad,https://www.yelp.com/biz/izakaya-nomad-new-york
435,Kimura,https://www.yelp.com/biz/kimura-new-york
436,SUGARFISH by sushi nozawa - Midtown East,https://www.yelp.com/biz/sugarfish-by-sushi-nozawa-midtown-east-new-york
437,Jack’s Wife Freda,https://www.yelp.com/biz/jacks-wife-freda-new-york-2
438,Fine & Rare,https://www.yelp.com/biz/fine-and-rare-new-york
439,Beauty & Essex,https://www.yelp.com/biz/beauty-and-essex-new-york-2
440,Foragers Table,https://www.yelp.com/biz/foragers-table-new-york-3
441,Empellón,https://www.yelp.com/biz/empell%C3%B3n-new-york-3
442,Jora Restaurant & Bar,https://www.yelp.com/biz/jora-restaurant-and-bar-long-island-city
443,Juliana’s,https://www.yelp.com/biz/julianas-brooklyn-3
444,While We Were Young,https://www.yelp.com/biz/while-we-were-young-new-york
445,The Highwood,https://www.yelp.com/biz/the-highwood-weehawken
446,Soba Totto,https://www.yelp.com/biz/soba-totto-new-york
447,Jack’s Wife Freda,https://www.yelp.com/biz/jacks-wife-freda-new-york
448,Two Wheels,https://www.yelp.com/biz/two-wheels-new-york-5
449,The Honey Well,https://www.yelp.com/biz/the-honey-well-new-york
450,Jack’s Wife Freda,https://www.yelp.com/biz/jacks-wife-freda-new-york-4
451,Barn Joo Nomad,https://www.yelp.com/biz/barn-joo-nomad-new-york-3
452,Berimbau Brazilian Kitchen,https://www.yelp.com/biz/berimbau-brazilian-kitchen-new-york-2
453,Xi’an Famous Foods,https://www.yelp.com/biz/xian-famous-foods-new-york-38
454,Loulou Petit Bistro & Speakeasy,https://www.yelp.com/biz/loulou-petit-bistro-and-speakeasy-new-york
455,Fishmarket Restaurant,https://www.yelp.com/biz/fishmarket-restaurant-new-york
456,FERNS,https://www.yelp.com/biz/ferns-new-york-7
457,Freemans,https://www.yelp.com/biz/freemans-new-york-3
458,Chito Gvrito,https://www.yelp.com/biz/chito-gvrito-new-york
459,Grand Banks,https://www.yelp.com/biz/grand-banks-new-york
460,Root & Bone,https://www.yelp.com/biz/root-and-bone-new-york
461,Il Corso,https://www.yelp.com/biz/il-corso-new-york
462,Fishmarket Restaurant,https://www.yelp.com/biz/fishmarket-restaurant-new-york
463,Momofuku Ssam Bar,https://www.yelp.com/biz/momofuku-ssam-bar-new-york-6
464,5ive Spice,https://www.yelp.com/biz/5ive-spice-new-york-2
465,Boqueria Flatiron,https://www.yelp.com/biz/boqueria-flatiron-new-york-4
466,Coco Pazzeria,https://www.yelp.com/biz/coco-pazzeria-new-york
467,Jack’s Wife Freda,https://www.yelp.com/biz/jacks-wife-freda-new-york-4
468,Barn Joo Nomad,https://www.yelp.com/biz/barn-joo-nomad-new-york-3
469,Berimbau Brazilian Kitchen,https://www.yelp.com/biz/berimbau-brazilian-kitchen-new-york-2
470,Fishmarket Restaurant,https://www.yelp.com/biz/fishmarket-restaurant-new-york
471,Momofuku Ssam Bar,https://www.yelp.com/biz/momofuku-ssam-bar-new-york-6
472,5ive Spice,https://www.yelp.com/biz/5ive-spice-new-york-2
473,Boqueria Flatiron,https://www.yelp.com/biz/boqueria-flatiron-new-york-4
474,Coco Pazzeria,https://www.yelp.com/biz/coco-pazzeria-new-york
475,Jack’s Wife Freda,https://www.yelp.com/biz/jacks-wife-freda-new-york-4
476,Barn Joo Nomad,https://www.yelp.com/biz/barn-joo-nomad-new-york-3
477,Berimbau Brazilian Kitchen,https://www.yelp.com/biz/berimbau-brazilian-kitchen-new-york-2
478,Xi’an Famous Foods,https://www.yelp.com/biz/xian-famous-foods-new-york-38
479,Excuse My French,https://www.yelp.com/biz/excuse-my-french-new-york
480,Otis,https://www.yelp.com/biz/otis-brooklyn-2
481,Sama Street,https://www.yelp.com/biz/sama-street-brooklyn-2
482,Milk & Honey Cafe,https://www.yelp.com/biz/milk-and-honey-cafe-brooklyn-2
483,Chuan Tian Xia 川天下,https://www.yelp.com/biz/chuan-tian-xia-%E5%B7%9D%E5%A4%A9%E4%B8%8B-brooklyn
484,Time Out Market New York,https://www.yelp.com/biz/time-out-market-new-york-brooklyn
485,Kuun,https://www.yelp.com/biz/kuun-brooklyn
486,The Osprey,https://www.yelp.com/biz/the-osprey-brooklyn
487,The Cabin NYC,https://www.yelp.com/biz/the-cabin-nyc-new-york-2
488,Leyenda,https://www.yelp.com/biz/leyenda-brooklyn
489,Sunday in Brooklyn,https://www.yelp.com/biz/sunday-in-brooklyn-brooklyn-3
490,Mint Heights,https://www.yelp.com/biz/mint-heights-brooklyn
491,El Mate,https://www.yelp.com/biz/el-mate-brooklyn
492,Frankies 457 Spuntino,https://www.yelp.com/biz/frankies-457-spuntino-brooklyn-3
493,Celestine,https://www.yelp.com/biz/celestine-brooklyn
494,Claro,https://www.yelp.com/biz/claro-brooklyn
495,Emily,https://www.yelp.com/biz/emily-brooklyn-2
496,The Brooklyn Tree,https://www.yelp.com/biz/the-brooklyn-tree-brooklyn-2
497,Piccoli Trattoria,https://www.yelp.com/biz/piccoli-trattoria-brooklyn
498,The Four Horsemen,https://www.yelp.com/biz/the-four-horsemen-brooklyn
499,Juliana’s,https://www.yelp.com/biz/julianas-brooklyn-3
500,Atrium Dumbo,https://www.yelp.com/biz/atrium-dumbo-brooklyn
501,hanon,https://www.yelp.com/biz/hanon-brooklyn
502,Nura,https://www.yelp.com/biz/nura-brooklyn-2
503,LaoJie hotpot,https://www.yelp.com/biz/laojie-hotpot-brooklyn-6
504,Casa Azul,https://www.yelp.com/biz/casa-azul-brooklyn
505,Olmsted,https://www.yelp.com/biz/olmsted-brooklyn
506,AlMar,https://www.yelp.com/biz/almar-brooklyn-2
507,Red Hook Tavern,https://www.yelp.com/biz/red-hook-tavern-brooklyn
508,Evelina,https://www.yelp.com/biz/evelina-brooklyn-2
509,Charm Bar & Restaurant,https://www.yelp.com/biz/charm-bar-and-restaurant-brooklyn
510,Sweet Chick,https://www.yelp.com/biz/sweet-chick-brooklyn-5
511,Francie,https://www.yelp.com/biz/francie-brooklyn
512,Oxalis,https://www.yelp.com/biz/oxalis-brooklyn
513,Peaches HotHouse,https://www.yelp.com/biz/peaches-hothouse-brooklyn
514,Okonomi,https://www.yelp.com/biz/okonomi-brooklyn
515,Popina,https://www.yelp.com/biz/popina-brooklyn
516,Bricolage,https://www.yelp.com/biz/bricolage-brooklyn
517,Sweet Talk,https://www.yelp.com/biz/sweet-talk-brooklyn
518,Sofreh,https://www.yelp.com/biz/sofreh-brooklyn
519,Ras Plant Based,https://www.yelp.com/biz/ras-plant-based-brooklyn
520,Flatiron Restaurant,https://www.yelp.com/biz/flatiron-restaurant-brooklyn
521,Stella’s,https://www.yelp.com/biz/stellas-brooklyn-2
522,Las Santas,https://www.yelp.com/biz/las-santas-brooklyn-2
523,The Alcove,https://www.yelp.com/biz/the-alcove-sunnyside
524,Medusa Greek Taverna,https://www.yelp.com/biz/medusa-greek-taverna-brooklyn-2
525,Haenyeo,https://www.yelp.com/biz/haenyeo-brooklyn
526,Red Hook Lobster Pound,https://www.yelp.com/biz/red-hook-lobster-pound-brooklyn
527,Fradei Bistro,https://www.yelp.com/biz/fradei-bistro-brooklyn-4
528,Bar Crudo,https://www.yelp.com/biz/bar-crudo-brooklyn-2
529,Buttermilk Channel,https://www.yelp.com/biz/buttermilk-channel-brooklyn
530,La Chacra,https://www.yelp.com/biz/la-chacra-brooklyn
531,Win Son,https://www.yelp.com/biz/win-son-brooklyn-4
532,Cheryl’s Global Soul,https://www.yelp.com/biz/cheryls-global-soul-brooklyn
533,Ammazzacaffè,https://www.yelp.com/biz/ammazzacaff%C3%A8-brooklyn
534,Jiku Wicked Wings & Korean Grub,https://www.yelp.com/biz/jiku-wicked-wings-and-korean-grub-brooklyn-2
535,Rice & Miso,https://www.yelp.com/biz/rice-and-miso-brooklyn
536,Slow Loris,https://www.yelp.com/biz/slow-loris-brooklyn
537,Hometown Bar-B-Que,https://www.yelp.com/biz/hometown-bar-b-que-brooklyn-3
538,Soco,https://www.yelp.com/biz/soco-brooklyn
539,Pilot,https://www.yelp.com/biz/pilot-brooklyn
540,Miss Ada,https://www.yelp.com/biz/miss-ada-brooklyn-2
541,Levant,https://www.yelp.com/biz/levant-brooklyn-4
542,Thai Farm Kitchen,https://www.yelp.com/biz/thai-farm-kitchen-brooklyn
543,Verde on Smith,https://www.yelp.com/biz/verde-on-smith-brooklyn-4
544,Ugly Baby,https://www.yelp.com/biz/ugly-baby-brooklyn-3
545,Gersi,https://www.yelp.com/biz/gersi-brooklyn
546,OTB,https://www.yelp.com/biz/otb-brooklyn
547,Fandi Mata,https://www.yelp.com/biz/fandi-mata-brooklyn-3
548,Saigon Grill & Bar,https://www.yelp.com/biz/saigon-grill-and-bar-brooklyn-3
549,Puerto Viejo,https://www.yelp.com/biz/puerto-viejo-brooklyn
550,Puerto Viejo,https://www.yelp.com/biz/puerto-viejo-brooklyn
551,Michael’s of Brooklyn,https://www.yelp.com/biz/michaels-of-brooklyn-brooklyn
552,5ive Spice,https://www.yelp.com/biz/5ive-spice-brooklyn-3
553,Ugly Baby,https://www.yelp.com/biz/ugly-baby-brooklyn-3
554,Gersi,https://www.yelp.com/biz/gersi-brooklyn
555,OTB,https://www.yelp.com/biz/otb-brooklyn
556,Fandi Mata,https://www.yelp.com/biz/fandi-mata-brooklyn-3
557,Saigon Grill & Bar,https://www.yelp.com/biz/saigon-grill-and-bar-brooklyn-3
558,Endswell Bar & Bistro,https://www.yelp.com/biz/endswell-bar-and-bistro-brooklyn
559,Santo Bruklin,https://www.yelp.com/biz/santo-bruklin-brooklyn
560,Chuan Yue,https://www.yelp.com/biz/chuan-yue-brooklyn-5
561,Merchants River House,https://www.yelp.com/biz/merchants-river-house-new-york
562,Surfish Bistro,https://www.yelp.com/biz/surfish-bistro-brooklyn-3
563,Mariella,https://www.yelp.com/biz/mariella-brooklyn
564,LaRina Pastificio & Vino,https://www.yelp.com/biz/larina-pastificio-and-vino-brooklyn
565,June,https://www.yelp.com/biz/june-brooklyn-3
566,The Farm On Adderley,https://www.yelp.com/biz/the-farm-on-adderley-brooklyn
567,French Louie,https://www.yelp.com/biz/french-louie-brooklyn
568,Taste of Heaven,https://www.yelp.com/biz/taste-of-heaven-brooklyn
569,Gage and Tollner,https://www.yelp.com/biz/gage-and-tollner-brooklyn
570,Miriam,https://www.yelp.com/biz/miriam-brooklyn-2
571,Le Crocodile,https://www.yelp.com/biz/le-crocodile-brooklyn
572,Bohemien Bar,https://www.yelp.com/biz/bohemien-bar-brooklyn
573,Liman Restaurant,https://www.yelp.com/biz/liman-restaurant-brooklyn
574,Kokomo,https://www.yelp.com/biz/kokomo-brooklyn-2
575,Pips,https://www.yelp.com/biz/pips-brooklyn-3
576,Oxomoco,https://www.yelp.com/biz/oxomoco-brooklyn-2
577,The Simpson Restaurant & Bar,https://www.yelp.com/biz/the-simpson-restaurant-and-bar-brooklyn
578,Hook & Reel Cajun Seafood & Bar,https://www.yelp.com/biz/hook-and-reel-cajun-seafood-and-bar-brooklyn-3
579,Salt + Charcoal,https://www.yelp.com/biz/salt-charcoal-brooklyn
580,Threes Brewing,https://www.yelp.com/biz/threes-brewing-brooklyn
581,Chavela’s,https://www.yelp.com/biz/chavelas-brooklyn-2
582,Java Indonesian Restaurant,https://www.yelp.com/biz/java-indonesian-restaurant-brooklyn
583,Lighthouse,https://www.yelp.com/biz/lighthouse-brooklyn-2
584,Victor,https://www.yelp.com/biz/victor-brooklyn
585,Chez Ma Tante,https://www.yelp.com/biz/chez-ma-tante-brooklyn
586,Sweet Brooklyn Bar And Grill,https://www.yelp.com/biz/sweet-brooklyn-bar-and-grill-brooklyn
587,Pollo D’ Oro,https://www.yelp.com/biz/pollo-d-oro-brooklyn
588,BK Lobster Park Slope,https://www.yelp.com/biz/bk-lobster-park-slope-brooklyn-2
589,Lilia,https://www.yelp.com/biz/lilia-brooklyn
590,Somtum Der Redhook,https://www.yelp.com/biz/somtum-der-redhook-new-york
591,El Born,https://www.yelp.com/biz/el-born-brooklyn
592,Bungalow Bar,https://www.yelp.com/biz/bungalow-bar-rockaway-beach
593,Hook & Reel Cajun Seafood & Bar,https://www.yelp.com/biz/hook-and-reel-cajun-seafood-and-bar-brooklyn-3
594,Winona’s,https://www.yelp.com/biz/winonas-brooklyn
595,Flamingobaby Kitchen,https://www.yelp.com/biz/flamingobaby-kitchen-brooklyn
596,Mayfield,https://www.yelp.com/biz/mayfield-brooklyn
597,Miti Miti,https://www.yelp.com/biz/miti-miti-brooklyn-2
598,Rucola,https://www.yelp.com/biz/rucola-brooklyn
599,Taci’s Beyti,https://www.yelp.com/biz/taci-s-beyti-brooklyn
600,The Gumbo Bros,https://www.yelp.com/biz/the-gumbo-bros-brooklyn
601,The Castello Plan,https://www.yelp.com/biz/the-castello-plan-brooklyn
602,Leland Eating and Drinking House,https://www.yelp.com/biz/leland-eating-and-drinking-house-brooklyn
603,Harlem Shake,https://www.yelp.com/biz/harlem-shake-brooklyn
604,Five Leaves,https://www.yelp.com/biz/five-leaves-brooklyn-2
605,Madre,https://www.yelp.com/biz/madre-brooklyn-2
606,Colonia Verde,https://www.yelp.com/biz/colonia-verde-brooklyn
607,Traif,https://www.yelp.com/biz/traif-brooklyn
608,Pomp & Circumstance Dining,https://www.yelp.com/biz/pomp-and-circumstance-dining-williamsburg
609,Diner,https://www.yelp.com/biz/diner-brooklyn
610,Cafe Mogador,https://www.yelp.com/biz/cafe-mogador-brooklyn
611,La Vara,https://www.yelp.com/biz/la-vara-brooklyn
612,Korzo,https://www.yelp.com/biz/korzo-brooklyn
613,Fornino,https://www.yelp.com/biz/fornino-brooklyn-5
614,Olea,https://www.yelp.com/biz/olea-brooklyn-2
615,Guevara’s,https://www.yelp.com/biz/guevaras-brooklyn
616,Maison Yaki,https://www.yelp.com/biz/maison-yaki-brooklyn
617,Llama Inn,https://www.yelp.com/biz/llama-inn-brooklyn
618,Bar Bête,https://www.yelp.com/biz/bar-b%C3%AAte-brooklyn-2
619,The Ryerson,https://www.yelp.com/biz/the-ryerson-brooklyn
620,Bar Bête,https://www.yelp.com/biz/bar-b%C3%AAte-brooklyn-2
621,The Ryerson,https://www.yelp.com/biz/the-ryerson-brooklyn
622,Manchego Koko,https://www.yelp.com/biz/manchego-koko-brooklyn-5
623,The Southern Comfort,https://www.yelp.com/biz/the-southern-comfort-brooklyn-7
624,Cecconi’s Dumbo,https://www.yelp.com/biz/cecconis-dumbo-brooklyn
625,Newyorktitlan,https://www.yelp.com/biz/newyorktitlan-brooklyn
626,Father Knows Best,https://www.yelp.com/biz/father-knows-best-brooklyn
627,Bijan’s,https://www.yelp.com/biz/bijans-brooklyn-2
628,Dashi - Brooklyn,https://www.yelp.com/biz/dashi-brooklyn-brooklyn-3
629,Colonie,https://www.yelp.com/biz/colonie-brooklyn
630,Lowerline,https://www.yelp.com/biz/lowerline-brooklyn-2
631,CZEN,https://www.yelp.com/biz/czen-brooklyn
632,Bites of Xi’an,https://www.yelp.com/biz/bites-of-xian-brooklyn
633,Westville Dumbo,https://www.yelp.com/biz/westville-dumbo-brooklyn
634,Mika,https://www.yelp.com/biz/mika-brooklyn
635,Court Street Tavern,https://www.yelp.com/biz/court-street-tavern-brooklyn
636,MangoSeed Restaurant,https://www.yelp.com/biz/mangoseed-restaurant-brooklyn-2
637,Terre,https://www.yelp.com/biz/terre-brooklyn
638,Runner Up,https://www.yelp.com/biz/runner-up-brooklyn-2
639,Mr. Bao,https://www.yelp.com/biz/mr-bao-brooklyn
640,Ten Hope,https://www.yelp.com/biz/ten-hope-brooklyn
641,Wakuwaku,https://www.yelp.com/biz/wakuwaku-brooklyn
642,Oceanview Cafe,https://www.yelp.com/biz/oceanview-cafe-brooklyn
643,Mama Fox,https://www.yelp.com/biz/mama-fox-brooklyn
644,Rule of Thirds,https://www.yelp.com/biz/rule-of-thirds-brooklyn
645,Estuary,https://www.yelp.com/biz/estuary-new-york-2
646,Giovanni’s Brooklyn Eats,https://www.yelp.com/biz/giovannis-brooklyn-eats-brooklyn-2
647,Pinto,https://www.yelp.com/biz/pinto-brooklyn-3
648,Aurora,https://www.yelp.com/biz/aurora-brooklyn
649,Zanmi,https://www.yelp.com/biz/zanmi-brooklyn-2
650,Tabaré,https://www.yelp.com/biz/tabar%C3%A9-brooklyn-2
651,Baba’s Pierogies,https://www.yelp.com/biz/babas-pierogies-brooklyn
652,Jora Restaurant & Bar,https://www.yelp.com/biz/jora-restaurant-and-bar-long-island-city
653,Esme,https://www.yelp.com/biz/esme-brooklyn-2
654,RH Rooftop Restaurant New York,https://www.yelp.com/biz/rh-rooftop-restaurant-new-york-new-york-2
655,Ramen Danbo,https://www.yelp.com/biz/ramen-danbo-brooklyn
656,Stone Park Cafe,https://www.yelp.com/biz/stone-park-cafe-brooklyn-3
657,Nami Nori,https://www.yelp.com/biz/nami-nori-brooklyn
658,Wattli Bar and Kitchen,https://www.yelp.com/biz/wattli-bar-and-kitchen-brooklyn
659,L & B Spumoni Gardens,https://www.yelp.com/biz/l-and-b-spumoni-gardens-brooklyn
660,Reunion,https://www.yelp.com/biz/reunion-brooklyn-2
661,Clover Club,https://www.yelp.com/biz/clover-club-brooklyn
662,Seamore’s Dumbo,https://www.yelp.com/biz/seamore-s-dumbo-brooklyn-3
663,Silver Factory,https://www.yelp.com/biz/silver-factory-brooklyn
664,Blueprint,https://www.yelp.com/biz/blueprint-brooklyn-2
665,Negril BK,https://www.yelp.com/biz/negril-bk-brooklyn
666,CAFÉ LULUc,https://www.yelp.com/biz/caf%C3%A9-luluc-brooklyn-2
667,Mad For Chicken Williamsburg,https://www.yelp.com/biz/mad-for-chicken-williamsburg-brooklyn
668,Em Vietnamese Bistro,https://www.yelp.com/biz/em-vietnamese-bistro-brooklyn
669,Fort Defiance,https://www.yelp.com/biz/fort-defiance-brooklyn
670,Suede,https://www.yelp.com/biz/suede-brooklyn
671,Skovorodka,https://www.yelp.com/biz/skovorodka-brooklyn
672,Yemen Cafe & Restaurant,https://www.yelp.com/biz/yemen-cafe-and-restaurant-brooklyn-3
673,Fort Defiance,https://www.yelp.com/biz/fort-defiance-brooklyn
674,Tarachi,https://www.yelp.com/biz/tarachi-brooklyn
675,Defontes,https://www.yelp.com/biz/defontes-brooklyn
676,Meze,https://www.yelp.com/biz/meze-brooklyn-2
677,Patrick Steakhouse,https://www.yelp.com/biz/patrick-steakhouse-brooklyn
678,Thursday Kitchen,https://www.yelp.com/biz/thursday-kitchen-new-york
679,Arrogant Swine,https://www.yelp.com/biz/arrogant-swine-brooklyn-2
680,South Brooklyn Foundry,https://www.yelp.com/biz/south-brooklyn-foundry-brooklyn
681,Cheeseboat,https://www.yelp.com/biz/cheeseboat-brooklyn
682,Bar Bruno,https://www.yelp.com/biz/bar-bruno-brooklyn-2
683,Libertador Steakhouse - Brooklyn,https://www.yelp.com/biz/libertador-steakhouse-brooklyn-brooklyn
684,Chez Moi,https://www.yelp.com/biz/chez-moi-brooklyn
685,White Tiger,https://www.yelp.com/biz/white-tiger-brooklyn
686,Pasta Louise,https://www.yelp.com/biz/pasta-louise-brooklyn
687,Like Cafe,https://www.yelp.com/biz/like-cafe-brooklyn
688,Bushniwa,https://www.yelp.com/biz/bushniwa-brooklyn
689,Twist Seafood Restaurant & Bar,https://www.yelp.com/biz/twist-seafood-restaurant-and-bar-brooklyn-2
690,Sereneco,https://www.yelp.com/biz/sereneco-brooklyn
691,The HiHi Room,https://www.yelp.com/biz/the-hihi-room-new-york
692,Brooklyn Waffle House,https://www.yelp.com/biz/brooklyn-waffle-house-brooklyn
693,Dinner Party,https://www.yelp.com/biz/dinner-party-brooklyn
694,Flora,https://www.yelp.com/biz/flora-brooklyn
695,Tambour,https://www.yelp.com/biz/tambour-brooklyn-3
696,The Fulton,https://www.yelp.com/biz/the-fulton-new-york-2
697,Mister Dips,https://www.yelp.com/biz/mister-dips-new-york
698,Superior Wonton Noodles,https://www.yelp.com/biz/superior-wonton-noodles-brooklyn
699,Ayat NYC,https://www.yelp.com/biz/ayat-nyc-brooklyn
700,La Cigogne,https://www.yelp.com/biz/la-cigogne-brooklyn
701,Greedi Kitchen,https://www.yelp.com/biz/greedi-kitchen-brooklyn-5
702,Imani Caribbean Kitchen & Bar,https://www.yelp.com/biz/imani-caribbean-kitchen-and-bar-brooklyn-2
703,Bar Basic,https://www.yelp.com/biz/bar-basic-brooklyn
704,Crabs In A Barrel,https://www.yelp.com/biz/crabs-in-a-barrel-brooklyn
705,Maomao,https://www.yelp.com/biz/maomao-brooklyn-5
706,Zatar Cafe & Bistro,https://www.yelp.com/biz/zatar-cafe-and-bistro-brooklyn-3
707,Xi’an Famous Foods,https://www.yelp.com/biz/xian-famous-foods-brooklyn-10
708,Ejen Korean Comfort Food,https://www.yelp.com/biz/ejen-korean-comfort-food-brooklyn
709,Nick’s Lobster House,https://www.yelp.com/biz/nicks-lobster-house-brooklyn
710,Komorebi Full House,https://www.yelp.com/biz/komorebi-full-house-brooklyn
711,Glasserie,https://www.yelp.com/biz/glasserie-brooklyn-2
712,Mo’s General,https://www.yelp.com/biz/mos-general-brooklyn
713,As You Are,https://www.yelp.com/biz/as-you-are-brooklyn-2
714,Colombia In Park Slope,https://www.yelp.com/biz/colombia-in-park-slope-brooklyn
715,L’Antagoniste,https://www.yelp.com/biz/l-antagoniste-brooklyn
716,Honey’s,https://www.yelp.com/biz/honeys-brooklyn
717,City Vineyard,https://www.yelp.com/biz/city-vineyard-new-york
718,Kevin’s,https://www.yelp.com/biz/kevins-brooklyn
719,Han Dynasty,https://www.yelp.com/biz/han-dynasty-brooklyn-2
720,Carla,https://www.yelp.com/biz/carla-long-island-city
721,Mojo Restaurant,https://www.yelp.com/biz/mojo-restaurant-forest-hills
722,The Highwater,https://www.yelp.com/biz/the-highwater-astoria
723,The Shack 48,https://www.yelp.com/biz/the-shack-48-new-york
724,Kin’d,https://www.yelp.com/biz/kind-fresh-meadows
725,Sai,https://www.yelp.com/biz/sai-rego-park
726,Memories of Shanghai,https://www.yelp.com/biz/memories-of-shanghai-forest-hills
727,The Alcove,https://www.yelp.com/biz/the-alcove-sunnyside
728,Luna’s Kitchen & Bar,https://www.yelp.com/biz/lunas-kitchen-and-bar-jackson-heights
729,Daesung Korean Noodle,https://www.yelp.com/biz/daesung-korean-noodle-flushing-2
730,Sugar Freak,https://www.yelp.com/biz/sugar-freak-astoria
731,JiangNan 江南食府,https://www.yelp.com/biz/jiangnan-%E6%B1%9F%E5%8D%97%E9%A3%9F%E5%BA%9C-flushing-2
732,White Radish,https://www.yelp.com/biz/white-radish-forest-hills
733,Izakaya Fuku,https://www.yelp.com/biz/izakaya-fuku-jackson-heights
734,BLVD 93 NYC,https://www.yelp.com/biz/blvd-93-nyc-rego-park-3
735,Belo,https://www.yelp.com/biz/belo-sunnyside
736,Forest Hills Station House,https://www.yelp.com/biz/forest-hills-station-house-forest-hills
737,Dylan’s Forest Hills,https://www.yelp.com/biz/dylans-forest-hills-forest-hills
738,Rainhas Churrascaria,https://www.yelp.com/biz/rainhas-churrascaria-corona
739,Wonder Pig KBBQ,https://www.yelp.com/biz/wonder-pig-kbbq-long-island-city
740,Cabana,https://www.yelp.com/biz/cabana-forest-hills
741,Mad For Chicken - Forest Hills,https://www.yelp.com/biz/mad-for-chicken-forest-hills-forest-hills
742,Paratha Wala,https://www.yelp.com/biz/paratha-wala-forest-hills-2
743,Sugar Factory - Queens,https://www.yelp.com/biz/sugar-factory-queens-jamaica
744,Gula Southern Comfort Bistro,https://www.yelp.com/biz/gula-southern-comfort-bistro-forest-hills
745,Yoshidaya By Kazuo,https://www.yelp.com/biz/yoshidaya-by-kazuo-elmhurst
746,Jora Restaurant & Bar,https://www.yelp.com/biz/jora-restaurant-and-bar-long-island-city
747,Burger Spot,https://www.yelp.com/biz/burger-spot-new-york
748,Big Apple Eats Diner,https://www.yelp.com/biz/big-apple-eats-diner-queens
749,Blend on the Water,https://www.yelp.com/biz/blend-on-the-water-long-island-city
750,Carla,https://www.yelp.com/biz/carla-long-island-city
751,Mojo Restaurant,https://www.yelp.com/biz/mojo-restaurant-forest-hills
752,The Highwater,https://www.yelp.com/biz/the-highwater-astoria
